title,company_name,location,description,link
MEAL Senior Officer,Terre des hommes -,"Downtown, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · Analyst/Research · Microsoft Office · Project Evaluation · Business Administration · Education · Arabic · English,https://wuzzuf.net/jobs/p/7Xe4EJuhpyMY-MEAL-Senior-Officer-Terre-des-hommes-Cairo-Egypt?o=564&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Java Developer (Kotlin Experience),Kick Start Interactive -,"Dokki, Giza, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Java · Software Development · NoSQL · MVC · APIs · English · Information Technology (IT),https://wuzzuf.net/jobs/p/9d7shVIAl9Gz-Senior-Java-Developer-Kotlin-Experience-Kick-Start-Interactive-Giza-Egypt?o=565&l=sp&t=sj&a=data science jobs|search-v3|navbl
Application Support Engineer,e-finance -,"Abu Rawash, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Computer Science · Programming · SQL · .Net,https://wuzzuf.net/jobs/p/flbBFOblylAi-Application-Support-Engineer-e-finance-Giza-Egypt?o=566&l=sp&t=sj&a=data science jobs|search-v3|navbl
Factory Manager,Confidential -,"Alsadat City, Monufya, Egypt ",Full TimeManager · 10+ Yrs of Exp · males_only · R&D/Science · Operations/Management · Engineering - Other · Engineering · Factory · Manufacturing · Production · Factories · inventory · Safety,https://wuzzuf.net/jobs/p/O33x6mDRcXXp-Factory-Manager-Monufya-Egypt?o=567&l=sp&t=sj&a=data science jobs|search-v3|navbl
Database Administrator,El-Sewedy Electrometer -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Linux · SQL · Oracle · Oracle RAC · Database Design · DBA · PL/SQL · Database,https://wuzzuf.net/jobs/p/5nShaXYBisnQ-Database-Administrator-El-Sewedy-Electrometer-Giza-Egypt?o=568&l=sp&t=sj&a=data science jobs|search-v3|navbl
District Sales Manager - Upper Egypt,Sun Pharma -,"Assiut, Egypt ",Full TimeManager · 5 - 10 Yrs of Exp · Operations/Management · Sales/Retail · Pharmaceutical · Medical Sales · Sales · Pharmaceutical · District Sales · Management · Pharmacy · Sales Target,https://wuzzuf.net/jobs/p/L4dqi2g5Tpsq-District-Sales-Manager---Upper-Egypt-Sun-Pharma-Assiut-Egypt?o=569&l=sp&t=sj&a=data science jobs|search-v3|navbl
IOS Developer - Tanta,apps square -,"Tanta, Gharbia, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · iOS · Software · Software Development · Computer Science · Git · APIs · UI,https://wuzzuf.net/jobs/p/asztOAcAsSIy-IOS-Developer---Tanta-apps-square-Gharbia-Egypt?o=570&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Java Developer,GetTechForce.com -,"Alexandria, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Development · HTML5 · Information Technology (IT) · Java · React · REST · Software Development,https://wuzzuf.net/jobs/p/myTz3JCWvo2X-Senior-Java-Developer-GetTechForce-com-Alexandria-Egypt?o=571&l=sp&t=sj&a=data science jobs|search-v3|navbl
GK Company ( Odoo Implementer ),Al-Esraa pharmaceutical optima -,"Badr City, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Odoo ERP · Software Development,https://wuzzuf.net/jobs/p/JotmtiJKOVav-GK-Company-Odoo-Implementer-Al-Esraa-pharmaceutical-optima-Cairo-Egypt?o=572&l=sp&t=sj&a=data science jobs|search-v3|navbl
IT Administrator,Nile Eyewear -,"6th of October, Giza, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Software · System Administration · Pos · Information Technology (IT) · Technical Support,https://wuzzuf.net/jobs/p/y0XMNxMT1iFD-IT-Administrator-Nile-Eyewear-Giza-Egypt?o=573&l=sp&t=sj&a=data science jobs|search-v3|navbl
IT Manager,IL CAZAR Development -,"New Cairo, Cairo, Egypt ",Full TimeManager · 12+ Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Engineering · Telecom Engineering · Computer Science · Communication,https://wuzzuf.net/jobs/p/xK6943vUueg8-IT-Manager-IL-CAZAR-Development-Cairo-Egypt?o=574&l=sp&t=sj&a=data science jobs|search-v3|navbl
IT Network Manager,SAVOLA -,"Nasr City, Cairo, Egypt ",Full TimeManager · 5 - 10 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Networking · Information Technology (IT) · Engineering · Security · Computer Science · Computer Engineering,https://wuzzuf.net/jobs/p/hFMPH796QyLl-IT-Network-Manager-SAVOLA-Cairo-Egypt?o=575&l=sp&t=sj&a=data science jobs|search-v3|navbl
Front End Web Developer,Peerless -,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Angular · Computer Science · CSS · front-end · Git · HTML · Information Technology (IT),https://wuzzuf.net/jobs/p/2kBsyMmlCKTU-Front-End-Web-Developer-Peerless-Giza-Egypt?o=576&l=sp&t=sj&a=data science jobs|search-v3|navbl
IT Manager,Khalil Pharmacies -,"Alexandria, Egypt ",Full TimeManager · 10 - 15 Yrs of Exp · IT/Software Development · Medical/Healthcare · Project/Program Management · Management · Information Technology (IT) · Software · Hardware · Computer Engineering · Computer Science · Project Management,https://wuzzuf.net/jobs/p/wNSeHvXcVZR0-IT-Manager-Khalil-Pharmacies-Alexandria-Egypt?o=577&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Network Engineer,Confidential -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Information Technology (IT) · engineer · network · network engineer · senior · Software Development,https://wuzzuf.net/jobs/p/YiIkYpgrQP8o-Senior-Network-Engineer-Cairo-Egypt?o=578&l=sp&t=sj&a=data science jobs|search-v3|navbl
"Sr. Officer, Quality Compliance",Hikma Pharmaceuticals -,"Badr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Quality · Pharmaceutical · Compliance · Pharmacy · QA · quality · Quality Assurance · Science · Technical Writing · Microsoft Office,https://wuzzuf.net/jobs/p/fNCMQtMo5eWZ-Sr-Officer-Quality-Compliance-Hikma-Pharmaceuticals-Cairo-Egypt?o=579&l=sp&t=sj&a=data science jobs|search-v3|navbl
Interface Engineer,COLAS RAIL Egypt -,"Cairo, Egypt ",Full TimeExperienced · 5 - 10 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Communication skills · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/4QZhI78G0Fpa-Interface-Engineer-COLAS-RAIL-Egypt-Cairo-Egypt?o=580&l=sp&t=sj&a=data science jobs|search-v3|navbl
Software Business Analyst (Onsite),Qsource -,"6th of October, Giza, Egypt ",Freelance / ProjectManager · 3 - 5 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Project Management · Management · Information Technology (IT) · English · Engineering · Computer Science · IT,https://wuzzuf.net/jobs/p/rQvf4XX02hVO-Software-Business-Analyst-Onsite-Qsource-Giza-Egypt?o=581&l=sp&t=sj&a=data science jobs|search-v3|navbl
Java developers,idigit -,"Cairo, Egypt ",Full TimeExperienced · 4 - 10 Yrs of Exp · IT/Software Development · Software Development · Java · Information Technology (IT),https://wuzzuf.net/jobs/p/72rDQkgrRqeM-Java-developers-idigit-Cairo-Egypt?o=582&l=sp&t=sj&a=data science jobs|search-v3|navbl
IT Supervisor Construction Site,Rowad Modern Engineering -,"North Coast, Matruh, Egypt ",Full TimeManager · 6 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · computer · Construction,https://wuzzuf.net/jobs/p/sE5eXEvs1m9u-IT-Supervisor-Construction-Site-Rowad-Modern-Engineering-Matruh-Egypt?o=583&l=sp&t=sj&a=data science jobs|search-v3|navbl
Information Security Engineer,WAVZ for Digital Transformation -,"6th of October, Giza, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Security · Network · Information Technology (IT) · Analysis · Communication · computer · Computer Science · Engineering,https://wuzzuf.net/jobs/p/QRDlktP8Er3V-Information-Security-Engineer-WAVZ-for-Digital-Transformation-Giza-Egypt?o=584&l=sp&t=sj&a=data science jobs|search-v3|navbl
ERP Developer,Confidential -,"Cairo, Egypt ",Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · ERP · Software Development,https://wuzzuf.net/jobs/p/n4PVIzSsuPJ3-ERP-Developer-Cairo-Egypt?o=585&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior IT Specialist,MODON Developments -,"Sheikh Zayed, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · IT · senior · Software Engineering · Software Development · Real Estate,https://wuzzuf.net/jobs/p/pxOSydC9HcYp-Senior-IT-Specialist-MODON-Developments-Giza-Egypt?o=586&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior SAP Consultant,Elmarakby Steel -,"6th of October, Giza, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Computer Science · ERP · SAP · Oracle · Communication · SAP PP · C++ · C · ERP System,https://wuzzuf.net/jobs/p/QAu3wqi8JRx5-Senior-SAP-Consultant-Elmarakby-Steel-Giza-Egypt?o=587&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior .Net Full Stack Developer,Tawzef -,"Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · MongoDB · Angular · ReactJS · Computer Science · Information Technology (IT) · JavaScript · RESTful · Software Development,https://wuzzuf.net/jobs/p/2SuON6yiHdDU-Senior-Net-Full-Stack-Developer-Tawzef-Cairo-Egypt?o=588&l=sp&t=sj&a=data science jobs|search-v3|navbl
MERN Stack Developer,Road9 Media -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · React Native · React.js · React js · MongoDB · Node.js · NodeJS,https://wuzzuf.net/jobs/p/h8ZgQzSTKzEf-MERN-Stack-Developer-Road9-Media-Cairo-Egypt?o=589&l=sp&t=sj&a=data science jobs|search-v3|navbl
Devops Engineer,Blackstone Eit -,"Kuwait City, Kuwait ",Full TimeExperienced · 4 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · DevOps · Computer Science · Software Development · computer · Information Technology (IT),https://wuzzuf.net/jobs/p/QzFPEUzZwOzS-Devops-Engineer-Blackstone-Eit-Kuwait-City-Kuwait?o=590&l=sp&t=sj&a=data science jobs|search-v3|navbl
Software Quality Control Engineer,BlueCloud -,"Sheraton, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation · Communication · Communication skills · Computer Engineering · Computer Science · Engineering · Management,https://wuzzuf.net/jobs/p/Lnc5pc9vwM16-Software-Quality-Control-Engineer-BlueCloud-Cairo-Egypt?o=591&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior VOIP & Genesys Engineer,Smartly -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Genesys · Genesys Certified · CCNA · Computer Science · Engineering · English · Information Technology (IT) · IPT,https://wuzzuf.net/jobs/p/wgMD9cDoEBb7-Senior-VOIP-Genesys-Engineer-Smartly-Cairo-Egypt?o=592&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Full Stack .NET Developer,Luftborn -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · .Net · Full Stack Development · APIs · OOP · Angular · Azure · JavaScript,https://wuzzuf.net/jobs/p/LdSw6nCS7iwE-Senior-Full-Stack-NET-Developer-Luftborn-Cairo-Egypt?o=593&l=sp&t=sj&a=data science jobs|search-v3|navbl
ERP Administrator,Confidential -,"6th of October, Giza, Egypt ",Full TimeExperienced · 4 - 15 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · ERP · ERP Administrator · Dynamics 365 · Accounting · Administration · Business Administration · Dynamics,https://wuzzuf.net/jobs/p/xeYwKWZdo1ZX-ERP-Administrator-Giza-Egypt?o=594&l=sp&t=sj&a=data science jobs|search-v3|navbl
Process Engineer,Fine Hygienic Holding -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · R&D/Science · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering · Mechanical Engineering · Process · English · Manufacturing · Chemical Engineering · Chemical,https://wuzzuf.net/jobs/p/XDJhlLE632Mc-Process-Engineer-Fine-Hygienic-Holding-Giza-Egypt?o=595&l=sp&t=sj&a=data science jobs|search-v3|navbl
IT Specialist,Al Asdekaa Group for Dairies Production and Trading -,"Alexandria, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · CCNA · Information Technology (IT) · Communication · Computer Engineering · Computer Science · Engineering · Installation,https://wuzzuf.net/jobs/p/pYk9KhF746ne-IT-Specialist-Al-Asdekaa-Group-for-Dairies-Production-and-Trading-Alexandria-Egypt?o=596&l=sp&t=sj&a=data science jobs|search-v3|navbl
Formulation Specialist,Heliopolis University -,"Salam City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · Medical/Healthcare · Analyst/Research · Formulation · Pharmaceutical · R&D · Research · Pharmacy · Analysis · Science,https://wuzzuf.net/jobs/p/P7TzLLTC98rU-Formulation-Specialist-Heliopolis-University-Cairo-Egypt?o=597&l=sp&t=sj&a=data science jobs|search-v3|navbl
IT Help Desk Specialist,Safa Soft -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CCNA · computer · Computer Systems · Hardware · Help desk · Information Technology (IT) · Networking · IT,https://wuzzuf.net/jobs/p/1OZZCKgaiYfT-IT-Help-Desk-Specialist-Safa-Soft-Cairo-Egypt?o=598&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Software Java Developer (J2EE),ITS  -,"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 1 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Computer Engineering · J2EE · Java · Java Development · Hibernate · EJB · JPA,https://wuzzuf.net/jobs/p/XtIndxVCSLMM-Senior-Software-Java-Developer-J2EE-ITS-Cairo-Egypt?o=599&l=sp&t=sj&a=data science jobs|search-v3|navbl
Dynamics 365 CRM Developer,Centro CDX -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 6 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Azure · Dynamics 365 · Design · Dynamics · JavaScript · API · CRM · Computer Science,https://wuzzuf.net/jobs/p/4Bc8j3neIFMV-Dynamics-365-CRM-Developer-Centro-CDX-Cairo-Egypt?o=600&l=sp&t=sj&a=data science jobs|search-v3|navbl
Jr SAP PP Consultant,BEAM Consolidated -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Engineering · Information Technology (IT) · PP · SAP · SAP PP,https://wuzzuf.net/jobs/p/ELD44xHQNfxI-Jr-SAP-PP-Consultant-BEAM-Consolidated-Cairo-Egypt?o=601&l=sp&t=sj&a=data science jobs|search-v3|navbl
IT Technical Support Specialist,Neisco for Modern Water Systems Production -,"Badr City, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Hardware · Maintenance · Information Technology (IT) · Computer Science · Technical Support · Microsoft Office,https://wuzzuf.net/jobs/p/0kteXjI0RQ5B-IT-Technical-Support-Specialist-Neisco-for-Modern-Water-Systems-Production-Cairo-Egypt?o=602&l=sp&t=sj&a=data science jobs|search-v3|navbl
System & Network Administrator (Mansoura),"qTech. ""AlQemam"" -","Mansoura, Dakahlia, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · System Administration · Communication skills · Engineering · English · Skills,https://wuzzuf.net/jobs/p/QM5IoS9kLjvg-System-Network-Administrator-Mansoura-qTech-AlQemam-Dakahlia-Egypt?o=603&l=sp&t=sj&a=data science jobs|search-v3|navbl
